,merge,path,smell,entropy,setname,class,select,features,criticality,rate,comments,multi,coupling,changehistory,cohesion,size,complexity,production,testing,selected_cohesion,selected_coupling,selected_size,selected_complexity,selected_changehistory,selected_production,selected_testing
0,True,E:\reports\nasac\revised_nasac\report\complex-class\all\jena.schemagen_merged_0.txt,complex-class,3.0514792428398256,all,jena.schemagen,True,"['WMC', 'CBO', 'RFC', 'NIM_type', 'NOAM_type', 'number_private_visibility_attributes', 'NOCS_package', 'WOC_type', 'number_constructor_NotDefaultConstructor_methods', 'MPC', 'TCC_type', 'persistance', 'is_procedural', 'NMO_type']",1,,"
poorly understandable.
",False,0,0,0,0,1,0,0,1,1,1,1,1,1,0
1,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.cli.CliClient_merged_1.txt,complex-class,3.248488329493357,all,org.apache.cassandra.cli.CliClient,True,"['WMC', 'CBO', 'RFC', 'NMO_type', 'NOAM_type', 'number_constructor_NotDefaultConstructor_methods', 'NIM_type', 'number_private_visibility_attributes', 'number_protected_visibility_methods', 'TCC_type', 'NOCS_package', 'LOC', 'persistance', 'LCOM5_type']",1,,"
the client has some problems and does too many things. However, since it doesnt change too much, I would not consider this as a priority. 
",False,0,1,0,0,0,1,0,1,1,1,1,1,0,0
2,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.config.CFMetaData_merged_2.txt,complex-class,2.7426976948694235,all,org.apache.cassandra.config.CFMetaData,True,"['WMC', 'CBO', 'RFC', 'NOAM_type', 'NOCS_package', 'WOC_type', 'NIM_type', 'number_constructor_NotDefaultConstructor_methods', 'number_private_visibility_attributes', 'is_procedural', 'LOC', 'NOI_package', 'is_test', 'Avg-commit-size']",1,,"
the class is overly complex, at some point someone should simplify it.
",False,0,0,0,0,1,0,0,0,1,1,1,1,1,1
3,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.config.DatabaseDescriptor_merged_3.txt,complex-class,3.070501801839331,all,org.apache.cassandra.config.DatabaseDescriptor,True,"['RFC', 'CBO', 'NOAM_type', 'NOPA_type', 'number_private_visibility_attributes', 'TCC_type', 'LOC', 'WMC', 'WOC_type', 'number-fixes', 'LCOM5_type', 'NIM_type', 'MPC', 'number_constructor_NotDefaultConstructor_methods']",1,,"
too many loops that could be simplified, too many conditions checked. 
",False,0,0,0,0,1,0,0,1,1,1,1,1,0,0
4,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.cql3.statements.SelectStatement_merged_4.txt,complex-class,3.357588956842661,all,org.apache.cassandra.cql3.statements.SelectStatement,True,"['WMC', 'CBO', 'RFC', 'NIM_type', 'WOC_type', 'number_private_visibility_attributes', 'NOCS_package', 'NOAM_type', 'number_protected_visibility_methods', 'LCOM5_type', 'number_constructor_NotDefaultConstructor_methods', 'TCC_type', 'NMO_type', 'Avg-commit-size']",1,,"
the complexity may be reduced, but this is not the moment. 
",False,0,0,0,0,1,0,0,1,1,1,1,1,0,0
5,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.db.ColumnFamilyStore_merged_5.txt,complex-class,3.26892180613205,all,org.apache.cassandra.db.ColumnFamilyStore,True,"['WMC', 'CBO', 'RFC', 'LOC', 'NIM_type', 'number_private_visibility_attributes', 'TCC_type', 'NOAM_type', 'WOC_type', 'NOCS_package', 'number_constructor_NotDefaultConstructor_methods', 'Avg-commit-size', 'MPC', 'NOI_package']",1,,"
the class is generally complex because it performs some tasks needed for the DB management, it is hard to understand how to refactor.
",False,0,0,0,0,1,1,0,1,1,1,1,1,0,0
6,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.db.SystemKeyspace_merged_6.txt,complex-class,2.901818007369358,all,org.apache.cassandra.db.SystemKeyspace,True,"['WMC', 'CBO', 'RFC', 'NOAM_type', 'WOC_type', 'number_private_visibility_attributes', 'NIM_type', 'number_constructor_NotDefaultConstructor_methods', 'LOC', 'TCC_type', 'number_final_not_static_methods', 'number_package_visibility_attributes', 'is_test', 'is_procedural']",1,,"
it may be refactored for comprehensibility, but it works and so there is no need now to do it. 
",False,0,0,0,0,1,0,0,1,1,1,1,0,1,1
7,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.gms.Gossiper_merged_7.txt,complex-class,3.266972424497852,all,org.apache.cassandra.gms.Gossiper,True,"['WMC', 'NIM_type', 'CBO', 'RFC', 'TCC_type', 'WOC_type', 'NOAM_type', 'NOCS_package', 'number_private_visibility_attributes', 'number_constructor_NotDefaultConstructor_methods', 'is_procedural', 'number-fixes', 'MPC', 'Avg-commit-size']",1,,"
the class is surely poorly understandable, yet I would postpone the refactoring till its stable.
",False,0,0,0,0,1,0,0,1,1,1,1,1,1,0
8,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.io.sstable.SSTableReader_merged_8.txt,complex-class,2.9692703505707825,all,org.apache.cassandra.io.sstable.SSTableReader,True,"['WMC', 'CBO', 'RFC', 'NOAM_type', 'WOC_type', 'number_private_visibility_attributes', 'TCC_type', 'number_constructor_NotDefaultConstructor_methods', 'NOCS_package', 'NIM_type', 'NOI_package', 'LCOM5_type', 'is_test', 'LOC']",1,,"
this is something we were considering since the class is complex enough not to allow everybody to work on it. We will do that at some oiint.
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,1
9,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.service.StorageService_merged_10.txt,complex-class,2.9185816942580662,all,org.apache.cassandra.service.StorageService,True,"['WMC', 'CBO', 'RFC', 'NOAM_type', 'TCC_type', 'WOC_type', 'NOCS_package', 'number_package_visibility_methods', 'number_constructor_NotDefaultConstructor_methods', 'NIM_type', 'NOI_package', 'number_private_visibility_attributes', 'number-fixes', 'number_final_not_static_methods']",1,,"
the service is a legacy code
",False,0,0,0,0,0,1,0,1,1,1,1,1,0,0
