,merge,path,smell,entropy,setname,class,select,features,criticality,rate,comments,multi,coupling,changehistory,cohesion,size,complexity,production,testing,selected_cohesion,selected_coupling,selected_size,selected_complexity,selected_changehistory,selected_production,selected_testing
0,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.cassandra.config.CFMetaData_merged_1.txt,blob,2.7359678103188285,all,org.apache.cassandra.config.CFMetaData,True,"['LOC', 'CBO', 'TCC_type', 'WMC', 'RFC', 'NOAM_type', 'C3', 'number_constructor_NotDefaultConstructor_methods', 'num_final_static_attributes', 'NOPA_type']",2,,"
There are utilitity methods that should be moved in another class
",False,0,0,0,0,0,1,0,1,1,1,1,0,0,0
1,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.cassandra.config.DatabaseDescriptor_merged_2.txt,blob,2.850909858790513,all,org.apache.cassandra.config.DatabaseDescriptor,True,"['LOC', 'CBO', 'WMC', 'NOAM_type', 'TCC_type', 'num_final_static_attributes', 'RFC', 'number_constructor_NotDefaultConstructor_methods', 'NOCS_package', 'number_private_visibility_attributes']",2,,"
Too much LOC. The class is difficult to understand
",False,0,0,0,1,1,0,0,1,1,1,1,0,0,0
2,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.cassandra.cql3.statements.SelectStatement_merged_3.txt,blob,2.8800332606330903,all,org.apache.cassandra.cql3.statements.SelectStatement,True,"['LOC', 'CBO', 'WMC', 'TCC_type', 'C3', 'num_final_static_attributes', 'NOAM_type', 'RFC', 'NOCS_package', 'LCOM5_type']",2,,"
Too much LOC, few comments. Class difficult to understand
",False,0,0,0,1,1,0,0,1,1,1,1,0,0,0
3,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.cassandra.cql3.statements.SelectStatementTest_merged_4.txt,blob,3.0029929367606787,all,org.apache.cassandra.cql3.statements.SelectStatementTest,True,"['CBO', 'LOC', 'WMC', 'TCC_type', 'NOAM_type', 'num_final_static_attributes', 'RFC', 'C3', 'number_private_visibility_attributes', 'NOCS_package']",2,,"
Very complex class
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
4,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.cassandra.db.ColumnFamilyStore_merged_5.txt,blob,2.827064517592587,all,org.apache.cassandra.db.ColumnFamilyStore,True,"['LOC', 'WMC', 'NOAM_type', 'CBO', 'RFC', 'TCC_type', 'C3', 'num_final_static_attributes', 'number_constructor_NotDefaultConstructor_methods', 'NOCS_package']",2,,"
Complex class
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
5,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.cassandra.db.ColumnFamilyStoreTest_merged_6.txt,blob,2.931815243500058,all,org.apache.cassandra.db.ColumnFamilyStoreTest,True,"['LOC', 'WMC', 'CBO', 'NOAM_type', 'RFC', 'num_final_static_attributes', 'TCC_type', 'number_private_visibility_attributes', 'number_constructor_NotDefaultConstructor_methods', 'MPC']",2,,"
Very complex class
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
6,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.cassandra.db.compaction.CompactionManager_merged_7.txt,blob,2.8868169088008235,all,org.apache.cassandra.db.compaction.CompactionManager,True,"['LOC', 'CBO', 'WMC', 'NOAM_type', 'TCC_type', 'WOC_type', 'num_final_static_attributes', 'RFC', 'C3', 'number_private_visibility_attributes']",2,,"
Too much LOC, too confused
",False,0,0,0,1,1,0,0,1,1,1,1,0,0,0
7,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.cassandra.db.context.CounterContext_merged_8.txt,blob,2.86510375469735,all,org.apache.cassandra.db.context.CounterContext,True,"['LOC', 'CBO', 'WMC', 'NOAM_type', 'TCC_type', 'num_final_static_attributes', 'RFC', 'number_private_visibility_attributes', 'C3', 'LCOM5_type']",2,,"
Low cohesion
",False,0,0,1,0,0,0,0,1,1,1,1,0,0,0
8,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.cassandra.db.SystemKeyspace_merged_9.txt,blob,3.0429952419785984,all,org.apache.cassandra.db.SystemKeyspace,True,"['CBO', 'LOC', 'WMC', 'WOC_type', 'TCC_type', 'NOAM_type', 'num_final_static_attributes', 'RFC', 'Readability', 'C3']",2,,"
High number of LOC, high complexity
",False,0,0,0,1,1,0,0,1,1,1,1,0,0,0
9,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.cassandra.gms.Gossiper_merged_10.txt,blob,2.8892816804118726,all,org.apache.cassandra.gms.Gossiper,True,"['LOC', 'CBO', 'WMC', 'WOC_type', 'RFC', 'NOAM_type', 'C3', 'num_final_static_attributes', 'TCC_type', 'NOCS_package']",2,,"
Too much LOC, too confused
",False,0,0,0,1,1,0,0,1,1,1,1,0,0,0
