,merge,path,smell,entropy,setname,class,select,features,criticality,rate,comments,multi,coupling,changehistory,cohesion,size,complexity,production,testing,selected_cohesion,selected_coupling,selected_size,selected_complexity,selected_changehistory,selected_production,selected_testing
0,True,E:\reports\nasac\revised_nasac\report\complex-class\all\jena.schemagen_merged_0.txt,complex-class,3.285188014309887,all,jena.schemagen,True,"['WMC', 'CBO', 'RFC', 'DIT_type', 'number_private_visibility_attributes', 'number_constructor_NotDefaultConstructor_methods', 'WOC_type', 'TCC_type', 'NOAM_type', 'NOA_type', 'NOCS_package', 'persistance', 'num_final_attributes', 'WMCNAMM_type']",1,,"
poorly understandable.
",False,0,0,0,0,1,0,0,1,1,1,1,1,0,0
1,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.cli.CliClient_merged_1.txt,complex-class,3.1961487957812356,all,org.apache.cassandra.cli.CliClient,True,"['WMC', 'CBO', 'RFC', 'NOAM_type', 'number_constructor_NotDefaultConstructor_methods', 'TCC_type', 'NMO_type', 'NOA_type', 'number_public_visibility_methods', 'DIT_type', 'number_private_visibility_attributes', 'NOCS_package', 'LOC', 'number_protected_visibility_methods']",1,,"
the client has some problems and does too many things. However, since it doesnt change too much, I would not consider this as a priority. 
",False,0,1,0,0,0,1,0,1,1,1,1,0,0,0
2,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.config.CFMetaData_merged_2.txt,complex-class,2.978293453511119,all,org.apache.cassandra.config.CFMetaData,True,"['WMC', 'CBO', 'RFC', 'NOAM_type', 'number_public_visibility_methods', 'WOC_type', 'DIT_type', 'Avg-commit-size', 'number_private_visibility_attributes', 'TCC_type', 'number_constructor_NotDefaultConstructor_methods', 'number_final_methods', 'NOCS_package', 'WMCNAMM_type']",1,,"
the class is overly complex, at some point someone should simplify it.
",False,0,0,0,0,1,0,0,1,1,1,1,1,0,0
3,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.config.DatabaseDescriptor_merged_3.txt,complex-class,2.96148196766166,all,org.apache.cassandra.config.DatabaseDescriptor,True,"['RFC', 'CBO', 'NOA_type', 'TCC_type', 'num_final_attributes', 'NOPA_type', 'NOAM_type', 'DIT_type', 'WOC_type', 'number_public_visibility_methods', 'number_private_visibility_attributes', 'WMC', 'number-fixes', 'LOC']",1,,"
too many loops that could be simplified, too many conditions checked. 
",False,0,0,0,0,1,0,0,1,1,1,1,1,0,0
4,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.cql3.statements.SelectStatement_merged_4.txt,complex-class,3.291116019831091,all,org.apache.cassandra.cql3.statements.SelectStatement,True,"['WMC', 'CBO', 'RFC', 'NOAM_type', 'WOC_type', 'number_public_visibility_methods', 'number_protected_visibility_methods', 'num_final_attributes', 'NOCS_package', 'DIT_type', 'number_private_visibility_attributes', 'TCC_type', 'number_constructor_NotDefaultConstructor_methods', 'persistance']",1,,"
the complexity may be reduced, but this is not the moment. 
",False,0,0,0,0,1,0,0,1,1,1,1,1,0,0
5,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.db.ColumnFamilyStore_merged_5.txt,complex-class,3.503633208587228,all,org.apache.cassandra.db.ColumnFamilyStore,True,"['WMC', 'CBO', 'RFC', 'LOC', 'TCC_type', 'DIT_type', 'NOAM_type', 'number_public_visibility_methods', 'NOCS_package', 'number_private_visibility_attributes', 'WOC_type', 'NOA_type', 'Avg-commit-size', 'number_constructor_NotDefaultConstructor_methods']",1,,"
the class is generally complex because it performs some tasks needed for the DB management, it is hard to understand how to refactor.
",False,0,0,0,0,1,1,0,1,1,1,1,1,0,0
6,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.db.SystemKeyspace_merged_6.txt,complex-class,3.0888894082028715,all,org.apache.cassandra.db.SystemKeyspace,True,"['WMC', 'CBO', 'RFC', 'NOAM_type', 'WOC_type', 'number_public_visibility_methods', 'TCC_type', 'number_private_visibility_attributes', 'DIT_type', 'number_package_visibility_attributes', 'number_constructor_NotDefaultConstructor_methods', 'WMCNAMM_type', 'number_final_methods', 'LCOM5_type']",1,,"
it may be refactored for comprehensibility, but it works and so there is no need now to do it. 
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
7,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.gms.Gossiper_merged_7.txt,complex-class,3.41553492811637,all,org.apache.cassandra.gms.Gossiper,True,"['WMC', 'CBO', 'DIT_type', 'RFC', 'number_public_visibility_methods', 'TCC_type', 'NOAM_type', 'WOC_type', 'NOA_type', 'num_final_attributes', 'number_constructor_NotDefaultConstructor_methods', 'number_private_visibility_attributes', 'persistance', 'NOCS_package']",1,,"
the class is surely poorly understandable, yet I would postpone the refactoring till its stable.
",False,0,0,0,0,1,0,0,1,1,1,1,1,0,0
8,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.io.sstable.SSTableReader_merged_8.txt,complex-class,3.22206838159947,all,org.apache.cassandra.io.sstable.SSTableReader,True,"['WMC', 'CBO', 'RFC', 'NOAM_type', 'number_public_visibility_methods', 'WOC_type', 'NOA_type', 'DIT_type', 'number_private_visibility_attributes', 'TCC_type', 'NOCS_package', 'number_constructor_NotDefaultConstructor_methods', 'number_final_methods', 'LCOM5_type']",1,,"
this is something we were considering since the class is complex enough not to allow everybody to work on it. We will do that at some oiint.
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
9,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.service.StorageService_merged_10.txt,complex-class,3.119239029709369,all,org.apache.cassandra.service.StorageService,True,"['WMC', 'CBO', 'RFC', 'NOAM_type', 'WOC_type', 'number_public_visibility_methods', 'TCC_type', 'DIT_type', 'NOCS_package', 'number_private_visibility_attributes', 'number-fixes', 'number_constructor_NotDefaultConstructor_methods', 'number_final_methods', 'WMCNAMM_type']",1,,"
the service is a legacy code
",False,0,0,0,0,0,1,0,1,1,1,1,1,0,0
