,merge,path,smell,entropy,setname,class,select,features,criticality,rate,comments,multi,coupling,changehistory,cohesion,size,complexity,production,testing,selected_cohesion,selected_coupling,selected_size,selected_complexity,selected_changehistory,selected_production,selected_testing
0,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.cassandra.config.CFMetaData_merged_1.txt,blob,1.686273450551113,all,org.apache.cassandra.config.CFMetaData,True,"['LOC', 'CBO', 'TCC_type', 'WMC']",2,,"
There are utilitity methods that should be moved in another class
",False,0,0,0,0,0,1,0,1,1,1,1,0,0,0
1,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.cassandra.config.DatabaseDescriptor_merged_2.txt,blob,1.8427668040355405,all,org.apache.cassandra.config.DatabaseDescriptor,True,"['LOC', 'CBO', 'WMC', 'NOAM_type']",2,,"
Too much LOC. The class is difficult to understand
",False,0,0,0,1,1,0,0,0,1,1,1,0,0,0
2,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.cassandra.cql3.statements.SelectStatement_merged_3.txt,blob,1.8570162563582817,all,org.apache.cassandra.cql3.statements.SelectStatement,True,"['LOC', 'CBO', 'WMC', 'TCC_type']",2,,"
Too much LOC, few comments. Class difficult to understand
",False,0,0,0,1,1,0,0,1,1,1,1,0,0,0
3,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.cassandra.cql3.statements.SelectStatementTest_merged_4.txt,blob,1.9283250208611895,all,org.apache.cassandra.cql3.statements.SelectStatementTest,True,"['CBO', 'LOC', 'WMC', 'TCC_type']",2,,"
Very complex class
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
4,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.cassandra.db.ColumnFamilyStore_merged_5.txt,blob,1.703908908359186,all,org.apache.cassandra.db.ColumnFamilyStore,True,"['LOC', 'WMC', 'NOAM_type', 'CBO']",2,,"
Complex class
",False,0,0,0,0,1,0,0,0,1,1,1,0,0,0
5,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.cassandra.db.ColumnFamilyStoreTest_merged_6.txt,blob,1.8502130078048022,all,org.apache.cassandra.db.ColumnFamilyStoreTest,True,"['LOC', 'WMC', 'CBO', 'NOAM_type']",2,,"
Very complex class
",False,0,0,0,0,1,0,0,0,1,1,1,0,0,0
6,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.cassandra.db.compaction.CompactionManager_merged_7.txt,blob,1.8393197919555235,all,org.apache.cassandra.db.compaction.CompactionManager,True,"['LOC', 'CBO', 'WMC', 'NOAM_type']",2,,"
Too much LOC, too confused
",False,0,0,0,1,1,0,0,0,1,1,1,0,0,0
7,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.cassandra.db.context.CounterContext_merged_8.txt,blob,1.815009917918477,all,org.apache.cassandra.db.context.CounterContext,True,"['LOC', 'CBO', 'WMC', 'NOAM_type']",2,,"
Low cohesion
",False,0,0,1,0,0,0,0,0,1,1,1,0,0,0
8,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.cassandra.db.SystemKeyspace_merged_9.txt,blob,1.895601514433326,all,org.apache.cassandra.db.SystemKeyspace,True,"['CBO', 'LOC', 'WMC', 'WOC_type']",2,,"
High number of LOC, high complexity
",False,0,0,0,1,1,0,0,0,1,1,1,0,0,0
9,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.cassandra.gms.Gossiper_merged_10.txt,blob,1.8339971050468222,all,org.apache.cassandra.gms.Gossiper,True,"['LOC', 'CBO', 'WMC', 'WOC_type']",2,,"
Too much LOC, too confused
",False,0,0,0,1,1,0,0,0,1,1,1,0,0,0
10,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.cassandra.hadoop.pig.CqlNativeStorage_merged_11.txt,blob,1.7854870633341289,all,org.apache.cassandra.hadoop.pig.CqlNativeStorage,True,"['LOC', 'CBO', 'WMC', 'NOAM_type']",2,,"
Too much LOC
",False,0,0,0,1,0,0,0,0,1,1,1,0,0,0
11,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.cassandra.io.sstable.SSTableReader_merged_12.txt,blob,1.7411344728718723,all,org.apache.cassandra.io.sstable.SSTableReader,True,"['LOC', 'WMC', 'NOAM_type', 'TCC_type']",2,,"
It's a blob
",False,0,0,0,1,0,0,0,1,0,1,1,0,0,0
12,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.cassandra.io.sstable.SSTableRewriterTest_merged_13.txt,blob,1.8545680984789439,all,org.apache.cassandra.io.sstable.SSTableRewriterTest,True,"['LOC', 'WMC', 'CBO', 'NOAM_type']",2,,"
Too much LOC, code confused
",False,0,0,0,1,1,0,0,0,1,1,1,0,0,0
13,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.cassandra.locator.TokenMetadata_merged_14.txt,blob,1.9137847587781478,all,org.apache.cassandra.locator.TokenMetadata,True,"['LOC', 'WMC', 'CBO', 'NOPA_type']",2,,"
Too much LOC, too methods in the class
",False,0,0,0,1,0,0,0,0,1,1,1,0,0,0
14,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.cassandra.metrics.ColumnFamilyMetrics_merged_15.txt,blob,1.9261604438142248,all,org.apache.cassandra.metrics.ColumnFamilyMetrics,True,"['CBO', 'WMC', 'LOC', 'NOAM_type']",2,,"
Too much LOC
",False,0,0,0,1,0,0,0,0,1,1,1,0,0,0
15,True,E:\reports\nasac\revised_nasac\report\blob\all\org.apache.cassandra.net.MessagingService_merged_16.txt,blob,1.8754422431482876,all,org.apache.cassandra.net.MessagingService,True,"['WMC', 'CBO', 'LOC', 'NOAM_type']",2,,"
Class difficult to understand
",False,0,0,0,0,1,0,0,0,1,1,1,0,0,0
