,merge,path,smell,entropy,setname,class,select,features,criticality,rate,comments,multi,coupling,changehistory,cohesion,size,complexity,production,testing,selected_cohesion,selected_coupling,selected_size,selected_complexity,selected_changehistory,selected_production,selected_testing
0,True,E:\reports\nasac\revised_nasac\report\complex-class\all\jena.schemagen_merged_0.txt,complex-class,1.8132634795753464,all,jena.schemagen,True,"['WMC', 'CBO', 'RFC', 'DIT_type']",1,,"
poorly understandable.
",False,0,0,0,0,1,0,0,0,1,1,1,0,0,0
1,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.cli.CliClient_merged_1.txt,complex-class,1.7435741688991089,all,org.apache.cassandra.cli.CliClient,True,"['WMC', 'CBO', 'RFC', 'NOAM_type']",1,,"
the client has some problems and does too many things. However, since it doesnt change too much, I would not consider this as a priority. 
",False,0,1,0,0,0,1,0,0,1,1,1,0,0,0
2,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.config.CFMetaData_merged_2.txt,complex-class,1.7623119588975598,all,org.apache.cassandra.config.CFMetaData,True,"['WMC', 'CBO', 'RFC', 'NOAM_type']",1,,"
the class is overly complex, at some point someone should simplify it.
",False,0,0,0,0,1,0,0,0,1,1,1,0,0,0
3,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.config.DatabaseDescriptor_merged_3.txt,complex-class,1.4856020899300815,all,org.apache.cassandra.config.DatabaseDescriptor,True,"['RFC', 'CBO', 'NOA_type', 'TCC_type']",1,,"
too many loops that could be simplified, too many conditions checked. 
",False,0,0,0,0,1,0,0,1,1,1,0,0,0,0
4,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.cql3.statements.SelectStatement_merged_4.txt,complex-class,1.84553773023225,all,org.apache.cassandra.cql3.statements.SelectStatement,True,"['WMC', 'CBO', 'RFC', 'NOAM_type']",1,,"
the complexity may be reduced, but this is not the moment. 
",False,0,0,0,0,1,0,0,0,1,1,1,0,0,0
5,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.db.ColumnFamilyStore_merged_5.txt,complex-class,1.906263644583629,all,org.apache.cassandra.db.ColumnFamilyStore,True,"['WMC', 'CBO', 'RFC', 'LOC']",1,,"
the class is generally complex because it performs some tasks needed for the DB management, it is hard to understand how to refactor.
",False,0,0,0,0,1,1,0,0,1,1,1,0,0,0
6,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.db.SystemKeyspace_merged_6.txt,complex-class,1.8358908766532425,all,org.apache.cassandra.db.SystemKeyspace,True,"['WMC', 'CBO', 'RFC', 'NOAM_type']",1,,"
it may be refactored for comprehensibility, but it works and so there is no need now to do it. 
",False,0,0,0,0,1,0,0,0,1,1,1,0,0,0
7,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.gms.Gossiper_merged_7.txt,complex-class,1.9393363666174088,all,org.apache.cassandra.gms.Gossiper,True,"['WMC', 'CBO', 'DIT_type', 'RFC']",1,,"
the class is surely poorly understandable, yet I would postpone the refactoring till its stable.
",False,0,0,0,0,1,0,0,0,1,1,1,0,0,0
8,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.io.sstable.SSTableReader_merged_8.txt,complex-class,1.7644024085942092,all,org.apache.cassandra.io.sstable.SSTableReader,True,"['WMC', 'CBO', 'RFC', 'NOAM_type']",1,,"
this is something we were considering since the class is complex enough not to allow everybody to work on it. We will do that at some oiint.
",False,0,0,0,0,1,0,0,0,1,1,1,0,0,0
9,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.service.StorageService_merged_10.txt,complex-class,1.8143741969434213,all,org.apache.cassandra.service.StorageService,True,"['WMC', 'CBO', 'RFC', 'NOAM_type']",1,,"
the service is a legacy code
",False,0,0,0,0,0,1,0,0,1,1,1,0,0,0
10,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.service.StorageServiceMBean_merged_11.txt,complex-class,1.79108444625334,all,org.apache.cassandra.service.StorageServiceMBean,True,"['WMC', 'CBO', 'RFC', 'TCC_type']",1,,"
the class is too complex.
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
11,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.thrift.CassandraServer_merged_12.txt,complex-class,1.805110400867262,all,org.apache.cassandra.thrift.CassandraServer,True,"['WMC', 'CBO', 'RFC', 'DIT_type']",1,,"
the sever actions are legacy, but a refactoring aimed at reducing its complexity may be worth.
",False,0,0,0,0,1,0,0,0,1,1,1,0,0,0
12,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.cassandra.thrift.CfDef_merged_13.txt,complex-class,1.8148402482343127,all,org.apache.cassandra.thrift.CfDef,True,"['WMC', 'CBO', 'RFC', 'number_final_methods']",1,,"
this class would need some massaging to increase readability, but is not that urgent IMO
",False,0,0,0,0,1,0,0,0,1,1,1,0,0,0
